beta,makespan,labor_cost
0.6,199.9296720880722,579640.3255965073
0.6,214.29978987541872,560719.6052602874
0.6,203.6188636928006,573608.356719051
0.6,187.4088463222264,609750.6608404929
0.6,255.43799214655354,537505.4446489569
0.6,224.37573886398806,552221.9826544262
0.6,250.197188230171,539071.5539349343
0.6,190.33106878139552,600905.012341616
0.6,199.64144832547427,579885.1531430038
0.6,195.9114538325602,586159.6929280076
0.6,206.69323143851696,569397.0677789442
0.6,193.80042084309977,590401.3447024035
0.6,207.33459009366413,568800.2118665013
0.6,199.90364844904053,579672.8703910647
0.6,213.4951444088188,561194.9877352352
0.6,251.740699982413,538397.4067221001
0.6,223.52134389204542,553600.7725104409
0.6,251.66627587021085,538580.5944688737
