beta,makespan,labor_cost
0.9,188.6993710214252,587614.2479680884
0.9,205.02011355119916,564169.3742569227
0.9,225.53776474204489,548057.6632720935
0.9,241.5898088654015,539338.8650032866
0.9,220.25945392613448,551263.0304275214
0.9,239.5639330485765,540538.1406785033
0.9,266.5151455095748,532029.4774381928
0.9,230.85232254753558,545158.3266385496
0.9,238.60392354939162,541147.0911661459
0.9,213.73461554408283,555987.8916891033
0.9,212.3072999064492,557269.4436551761
0.9,193.38903751697214,575945.3759355439
0.9,243.17282547096437,539106.5896885465
0.9,266.8214243928583,531907.0996519715
0.9,193.90237631913598,575106.1726679652
0.9,243.2361207416387,538964.7554564589
0.9,221.01741260814535,550715.1787493962
