c_late,c_early,makespan,total_crash_cost,penalty_applied,bonus_applied,net_cost,status,makespan_raw
101.01010101010101,989.8989898989898,252,39037.2,0.0,91070.70707070707,-52033.50707070707,OPTIMAL,252
101.01010101010101,1212.121212121212,222,70237.2,0.0,147878.78787878787,-77641.58787878788,OPTIMAL,222
101.01010101010101,1232.3232323232323,222,70237.2,0.0,150343.43434343435,-80106.23434343435,OPTIMAL,222
101.01010101010101,1252.5252525252524,222,70237.2,0.0,152808.0808080808,-82570.8808080808,OPTIMAL,222
101.01010101010101,1272.7272727272727,222,70237.2,0.0,155272.72727272726,-85035.52727272727,OPTIMAL,222
101.01010101010101,1292.9292929292928,222,70237.2,0.0,157737.37373737374,-87500.17373737374,OPTIMAL,222
101.01010101010101,1313.131313131313,222,70237.2,0.0,160202.02020202018,-89964.82020202019,OPTIMAL,222
101.01010101010101,1333.3333333333333,222,70237.2,0.0,162666.66666666666,-92429.46666666666,OPTIMAL,222
101.01010101010101,1353.5353535353534,222,70237.2,0.0,165131.3131313131,-94894.1131313131,OPTIMAL,222
101.01010101010101,1373.7373737373737,222,70237.2,0.0,167595.95959595958,-97358.75959595958,OPTIMAL,222
101.01010101010101,1393.9393939393938,222,70237.2,0.0,170060.60606060605,-99823.40606060605,OPTIMAL,222
101.01010101010101,1010.10101010101,234,57037.2,0.0,111111.11111111111,-54073.91111111111,OPTIMAL,234
