beta,makespan,labor_cost,total_cost
0.6,259.59402635099525,520112.4175543001,520112.4175543001
0.6,225.01116300923024,565118.7557492021,565118.7557492021
0.6,246.47683534899724,533835.615219692,533835.615219692
0.6,225.57697178873406,563952.4903400277,563952.4903400277
0.6,257.0957989059842,522496.709946837,522496.709946837
0.6,235.60783069421961,547107.4975491001,547107.4975491001
0.6,237.82494723921175,544420.7156550842,544420.7156550842
0.6,259.6389259072965,520080.782872346,520080.782872346
0.6,249.3232582682774,530979.9573130878,530979.9573130878
0.6,257.60484281948726,521964.15884150227,521964.15884150227
0.6,247.48268082331796,532828.5441156318,532828.5441156318
0.6,235.73233762892966,547037.305747651,547037.305747651
0.6,238.26787571987782,543809.6574777506,543809.6574777506
0.6,292.54073761821184,504204.9692028074,504204.9692028074
0.6,264.19271860725837,516613.6321237621,516613.6321237621
0.6,259.6389259072965,520080.782872346,520080.782872346
0.6,267.37091045348774,514161.775701397,514161.775701397
0.6,247.50492689520073,532739.1274630137,532739.1274630137
0.6,234.3053968318095,548837.3647919621,548837.3647919621
0.6,236.0967058360079,546454.7990325673,546454.7990325673
0.6,245.35673290296518,535045.1751420288,535045.1751420288
0.6,259.6191734129806,520106.98295779416,520106.98295779416
0.6,266.0545552750136,515240.0654111116,515240.0654111116
0.6,271.4788399026615,511988.01048212254,511988.01048212254
0.6,262.5271140582918,517407.7017822139,517407.7017822139
0.6,256.34030624550917,523203.85352482414,523203.85352482414
0.6,234.03713663309375,549159.283215993,549159.283215993
0.6,226.74017101155684,561223.7578449405,561223.7578449405
0.6,245.49934248812588,534789.1014602592,534789.1014602592
0.6,257.4057588834946,522322.5249281969,522322.5249281969
0.6,243.23495901134456,537450.2598695268,537450.2598695268
0.6,274.82816918195715,509986.784137385,509986.784137385
0.6,270.96614460823946,512180.27270407334,512180.27270407334
0.6,259.5220453135566,520141.2474235781,520141.2474235781
0.6,253.94426768517758,525908.2722380483,525908.2722380483
0.6,270.6662901565132,512400.26849376166,512400.26849376166
0.6,241.11620355657652,539664.2277024351,539664.2277024351
0.6,236.89006279667348,545425.810078055,545425.810078055
0.6,284.6647603042408,506230.9281831822,506230.9281831822
0.6,281.78461605486825,507099.16823964095,507099.16823964095
0.6,276.41323842002856,509120.55366099393,509120.55366099393
0.6,262.2901640784382,517628.1614009063,517628.1614009063
0.6,269.66285250917736,512939.9599259227,512939.9599259227
0.6,225.29756549493905,564742.7984719832,564742.7984719832
0.6,260.95702201433016,518713.01459118864,518713.01459118864
0.6,271.6508842667027,511792.31687715754,511792.31687715754
0.6,237.1403579037468,545303.0807711838,545303.0807711838
0.6,272.7274019360876,511367.3829896272,511367.3829896272
0.6,285.3913836746088,505990.12171952584,505990.12171952584
0.6,265.2001961573176,515814.4033490728,515814.4033490728
0.6,225.7574813653662,563456.8464464502,563456.8464464502
0.6,271.649916241527,511792.3496928944,511792.3496928944
0.6,257.4884167184977,522051.77575092117,522051.77575092117
0.6,245.63050364246826,534715.7095952441,534715.7095952441
0.6,256.26301300662516,523301.8369773454,523301.8369773454
0.6,235.75570185112176,546968.9070086535,546968.9070086535
0.6,253.95551589722683,525683.6313467791,525683.6313467791
0.6,242.77091466321565,537950.7948166026,537950.7948166026
0.6,255.6885865559257,523975.88832347794,523975.88832347794
0.6,260.96382979030705,518648.776644742,518648.776644742
